crisisJST,yhat1,yhat2
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,.033219278
0,,.0334078
1,.026724987,.03250806
0,.039054666,.03184272
0,.028112862,.033832461
0,.036043849,.03227596
0,.025983185,.032770835
0,.03577045,.032057304
1,.032563671,.033543188
0,.033689544,.033043094
0,.030016132,.032435011
1,.035976741,.032044567
0,.031683099,.032775465
0,.029540898,.031915881
0,.03206481,.0315153
0,.03178091,.032404158
1,.032660969,.032538421
0,.035664286,.032431219
0,,.032583527
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
